review_id,section_header,ref_marker,target_xml_id,raw_citation,doi,title,year
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,[78],b88,Covalent immobilization of invertase on microporous pHEMA–GMA membrane Tarik Danisman Sema Tan Yasemin Kacar Aysun Ergene 10.1016/j.foodchem.2003.07.015 Food Chemistry Food Chemistry 0308-8146 85 3 2004 Elsevier BV,10.1016/j.foodchem.2003.07.015,Covalent immobilization of invertase on microporous pHEMA–GMA membrane,2004
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,[79],b89,Curdlan as a support matrix for immobilization of enzyme Parag S Saudagar Rekha S Singhal 10.1016/j.carbpol.2004.03.015 Carbohydrate Polymers Carbohydrate Polymers 0144-8617 56 4 2004 Elsevier BV,10.1016/j.carbpol.2004.03.015,Curdlan as a support matrix for immobilization of enzyme,2004
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,[80],b90,Immobilization of the hydantoin cleaving enzymes from Arthrobacter aurescens DSM 3747 Kerstin Ragnitz Markus Pietzsch Christoph Syldatk 10.1016/s0168-1656(01)00358-3 Journal of Biotechnology Journal of Biotechnology 0168-1656 92 2 2001 Elsevier BV,10.1016/s0168-1656(01)00358-3,Immobilization of the hydantoin cleaving enzymes from Arthrobacter aurescens DSM 3747,2001
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,[81],b91,Immobilized biocatalysts for the production of nucleosides and nucleoside analogues by enzymatic transglycosylation reactions G Zuffi D Ghisotti I Oliva E Capra G Frascotti G Tonon Biocatal Biotrans 22 2004,,Immobilized biocatalysts for the production of nucleosides and nucleoside analogues by enzymatic transglycosylation reactions,2004
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,[82],b92,Characterization and immobilization of the laccase from Pleurotus ostreatus and its use for the continuous elimination of phenolic pollutants G Hublik F Schinner Enzyme Microb Technol 27 2000,,Characterization and immobilization of the laccase from Pleurotus ostreatus and its use for the continuous elimination of phenolic pollutants,2000
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,[83],b93,Immobilization on Eupergit C of cyclodextrin glucosyltransferase (CGTase) and properties of the immobilized biocatalyst M T Martin F J Plou M Alcalde A Ballesteros J Mol Catal B: Enzym 21 2003,,Immobilization on Eupergit C of cyclodextrin glucosyltransferase (CGTase) and properties of the immobilized biocatalyst,2003
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,[84],b94,Increase in conformational stability of enzymes immobilized on epoxy-activated supports by favoring additional multipoint covalent attachment C Mateo O Abian R Fernandez-Lafuente J M Guisan Enzyme Microb Technol 26 2000,,Increase in conformational stability of enzymes immobilized on epoxy-activated supports by favoring additional multipoint covalent attachment,2000
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,[85],b95,Epoxy Sepabeads: a novel epoxy support for stabilization of industrial enzymes via very intense multipoint covalent attachment C Mateo O Abian G Fernández-Lorente J Pedroche R Fernández-Lafuente J M Guisan Biotechnol Prog 18 2002,,Epoxy Sepabeads: a novel epoxy support for stabilization of industrial enzymes via very intense multipoint covalent attachment,2002
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,[86],b96,Stabilization of a multimeric ␤-galactosidase from Thermus sp. strain t2 by immobilization on novel hetero-functional epoxy supports plus aldehyde-dextran cross-linking Bcc Pessela C Mateo M Fuentes A Vian J L García A V Carrascosa Biotechnol Prog 20 2004,,Stabilization of a multimeric ␤-galactosidase from Thermus sp. strain t2 by immobilization on novel hetero-functional epoxy supports plus aldehyde-dextran cross-linking,2004
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,"[49,",b59,Hyperstabilization of a thermophilic esterase by multipoint covalent attachment R Fernández-Lafuente D A Cowan Anp Wood Enzyme Microb Technol 17 1995,,Hyperstabilization of a thermophilic esterase by multipoint covalent attachment,1995
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,"50,",b60,Immobilization-stabilization of thermolysin onto activated agarose gels J M Guisán E Polo J Agudo M D Romero G Álvaro M J Guerra Biocatal Biotrans 15 1997,,Immobilization-stabilization of thermolysin onto activated agarose gels,1997
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,"56,",b66,Immobilisation of the thermostable l-aminoacylase from Thermus litotaralis to generate a Reusable Industrial Biocatalyst H S Toogood I N Taylor R C Brown Sjc Taylor R Mccague J A Littlechild Biocatal Biotrans 20 2002,,Immobilisation of the thermostable l-aminoacylase from Thermus litotaralis to generate a Reusable Industrial Biocatalyst,2002
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,"64,",b74,Characterization of Thermoanaerobacter cyclomaltodextrin glucanotransferase immobilized on glyoxyl-agarose P W Tardioli G M Zanin F F Morae Enzyme Microb Technol 39 2006,,Characterization of Thermoanaerobacter cyclomaltodextrin glucanotransferase immobilized on glyoxyl-agarose,2006
14_Mateo_2007_BiotechnolAdv,Enzyme stabilization by multipoint covalent attachment,86],b96,Stabilization of a multimeric ␤-galactosidase from Thermus sp. strain t2 by immobilization on novel hetero-functional epoxy supports plus aldehyde-dextran cross-linking Bcc Pessela C Mateo M Fuentes A Vian J L García A V Carrascosa Biotechnol Prog 20 2004,,Stabilization of a multimeric ␤-galactosidase from Thermus sp. strain t2 by immobilization on novel hetero-functional epoxy supports plus aldehyde-dextran cross-linking,2004
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[87],b97,"Dissociative thermal inactivation, stability, and activity of oligomeric enzymes O M Poltorak E S Chukhray I Y Torshin Biochemistry (Moscow) 63 1998",,"Dissociative thermal inactivation, stability, and activity of oligomeric enzymes",1998
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[88],b98,Stabilization of multimeric enzymes via immobilization and post-immobilization techniques R Fernández-Lafuente V Rodríguez C Mateo G Penzol O Hernández-Justiz G Irazoqui J Mol Catal B: Enzym 7 1999,,Stabilization of multimeric enzymes via immobilization and post-immobilization techniques,1999
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,"[35,",b45,Preparation of a robust biocatalyst of d-amino acid oxidase on sepabeads supports using the glutaraldehyde crosslinking method Fernando López-Gallego Lorena Betancor Aurelio Hidalgo Noelia Alonso Gloria Fernandez-Lorente Jose M Guisan Roberto Fernandez-Lafuente 10.1016/j.enzmictec.2005.04.016 Enzyme and Microbial Technology Enzyme and Microbial Technology 0141-0229 37 7 2005 Elsevier BV,10.1016/j.enzmictec.2005.04.016,Preparation of a robust biocatalyst of d-amino acid oxidase on sepabeads supports using the glutaraldehyde crosslinking method,2005
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,51],b61,The use of physicochemical tools to solve enzyme stability problems alters the choice of the optimal enzyme: stabilization of d-aminoacid oxidase L Betancor A Hidalgo G Fernández-Lorente Mateo C Rodríguez V Fuentes M Biotechnol Prog 19 2003,,The use of physicochemical tools to solve enzyme stability problems alters the choice of the optimal enzyme: stabilization of d-aminoacid oxidase,2003
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,"[24,",b34,Stabilization of a formate dehydrogenase by covalent immobilization on highly activated glyoxyl-agarose supports J M Bolivar L Wilson S A Ferrarotti R Fernandez-Lafuente J M Guisan C Mateo Biomacromolecules 7 2006,,Stabilization of a formate dehydrogenase by covalent immobilization on highly activated glyoxyl-agarose supports,2006
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,70],b80,Evaluation of different immobilization strategies to prepare an industrial biocatalyst of formate dehydrogenase from Candida boidinii J M Bolivar L Wilson S A Ferrarotti R Fernandez-Lafuente Enzyme Microb Technol 40 2007,,Evaluation of different immobilization strategies to prepare an industrial biocatalyst of formate dehydrogenase from Candida boidinii,2007
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[68],b78,Improvement of the stability of alcohol dehydrogenase by covalent immobilization on glyoxyl-agarose J M Bolivar L Wilson S A Ferrarotti J M Guisán R Fernández-Lafuente Mateo C J Biotechnol 125 2006,,Improvement of the stability of alcohol dehydrogenase by covalent immobilization on glyoxyl-agarose,2006
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[88],b98,Stabilization of multimeric enzymes via immobilization and post-immobilization techniques R Fernández-Lafuente V Rodríguez C Mateo G Penzol O Hernández-Justiz G Irazoqui J Mol Catal B: Enzym 7 1999,,Stabilization of multimeric enzymes via immobilization and post-immobilization techniques,1999
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,"[52,",b62,Preparation of an stable biocatalyst of bovine liver catalase L Betancor A Hidalgo G Fernández-Lorente C Mateo R Fernández-Lafuente J M Guisan Biotechnol Prog 19 2003,,Preparation of an stable biocatalyst of bovine liver catalase,2003
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,53],b63,Design of an immobilized preparation of catalase from Thermus thermophilus to be used in a wide range of conditions: structural stabilization of a multimeric enzyme A Hidalgo L Betancor F Lopez-Gallego R Moreno J Berenguer R Fernández-Lafuente Enzyme Microb Technol 33 2003,,Design of an immobilized preparation of catalase from Thermus thermophilus to be used in a wide range of conditions: structural stabilization of a multimeric enzyme,2003
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[89],b99,Biotransformations Catalyzed by Multimeric Enzymes: Stabilization of Tetrameric Ampicillin Acylase Permits the Optimization of Ampicillin Synthesis under Dissociation Conditions Roberto Fernández-Lafuente Odette Hernández-Jústiz Cesar Mateo Marco Terreni Gloria Fernández-Lorente Miguel A Moreno Jorge Alonso Jose L García-López Jose M Guisan 10.1021/bm000072i Biomacromolecules Biomacromolecules 1525-7797 1526-4602 2 1 2001 American Chemical Society (ACS),10.1021/bm000072i,Biotransformations Catalyzed by Multimeric Enzymes: Stabilization of Tetrameric Ampicillin Acylase Permits the Optimization of Ampicillin Synthesis under Dissociation Conditions,2001
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[90],b100,Structural and functional stabilization of l-asparaginase via multisubunit immobilization onto highly activated supports V M Balcão C Mateo R Fernández-Lafuente F X Malcata J M Guisan Biotechnol Prog 17 2001,,Structural and functional stabilization of l-asparaginase via multisubunit immobilization onto highly activated supports,2001
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[86],b96,Stabilization of a multimeric ␤-galactosidase from Thermus sp. strain t2 by immobilization on novel hetero-functional epoxy supports plus aldehyde-dextran cross-linking Bcc Pessela C Mateo M Fuentes A Vian J L García A V Carrascosa Biotechnol Prog 20 2004,,Stabilization of a multimeric ␤-galactosidase from Thermus sp. strain t2 by immobilization on novel hetero-functional epoxy supports plus aldehyde-dextran cross-linking,2004
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[91],b101,Stabilization of different alcohol oxidases via immobilization and post immobilization techniques Fernando Lopez-Gallego Lorena Betancor Aurelio Hidalgo Gisela Dellamora-Ortiz Cesar Mateo Roberto Fernández-Lafuente Jose M Guisán 10.1016/j.enzmictec.2006.04.021 Enzyme and Microbial Technology Enzyme and Microbial Technology 0141-0229 40 2 2007 Elsevier BV,10.1016/j.enzmictec.2006.04.021,Stabilization of different alcohol oxidases via immobilization and post immobilization techniques,2007
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[92],b102,Cross-linked enzyme crystals D Haring P Schreier Curr Opin Chem Biol 3 1999,,Cross-linked enzyme crystals,1999
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[93],b103,Cross-linked enzyme aggregates: a simple and effective method for the immobilization of penicillin acylase L Cao F Van Rantwijk R A Sheldon Org Lett 2 2000,,Cross-linked enzyme aggregates: a simple and effective method for the immobilization of penicillin acylase,2000
14_Mateo_2007_BiotechnolAdv,Stabilization of multimeric enzymes by multisubunit immobilization,[94],b104,Crosslinked aggregates of multimeric enzymes: a simple and efficient methodology to stabilize their quaternary structure L Wilson L Betancor G Fernández-Lorente M Fuentes A Hidalgo J M Guisán Biomacromolecules 5 2004,,Crosslinked aggregates of multimeric enzymes: a simple and efficient methodology to stabilize their quaternary structure,2004
14_Mateo_2007_BiotechnolAdv,Improved activity of lipases,[95],b105,A serine protease triad forms the catalytic center of a triacylflycerol lipase L Brady A M Brzozowski Z S Derewenda E Dodson G Dodson S Tolley Nature 343 1990,,A serine protease triad forms the catalytic center of a triacylflycerol lipase,1990
14_Mateo_2007_BiotechnolAdv,Improved activity of lipases,[96],b106,A model for interfacial activation in lipases from the structure of a fungal lipase-inhibitor complex A M Brzozowski Z S Derewenda G G Dodson D M Lawson J P Turkenburg Nature 351 1991,,A model for interfacial activation in lipases from the structure of a fungal lipase-inhibitor complex,1991
14_Mateo_2007_BiotechnolAdv,Improved activity of lipases,[97],b107,Catalysis at the interface: the anatomy of a conformational change in a triglyceride lipase Urszula Derewenda Andrzej M Brzozowski David M Lawson Zygmunt S Derewenda 10.1021/bi00120a034 Biochemistry Biochemistry 0006-2960 1520-4995 31 5 1992 American Chemical Society (ACS),10.1021/bi00120a034,Catalysis at the interface: the anatomy of a conformational change in a triglyceride lipase,1992
14_Mateo_2007_BiotechnolAdv,Improved activity of lipases,[98],b108,The crystal and molecular structure of the Rhizomucor miehei triacylglyceride lipase at 1.9 A resolution Z S Derewenda U Derewenda J Mol Biol 227 1992,,The crystal and molecular structure of the Rhizomucor miehei triacylglyceride lipase at 1.9 A resolution,1992
14_Mateo_2007_BiotechnolAdv,Lipase adsorption on hydrophobic supports,[99],b109,Immobilization of lipases by selective adsorption on hydrophobic supports R Fernández-Lafuente P Armisén P Sabuquillo G Fernández-Lorente J M Guisan Chem Phys Lipids 93 1998,,Immobilization of lipases by selective adsorption on hydrophobic supports,1998
14_Mateo_2007_BiotechnolAdv,Lipase adsorption on hydrophobic supports,[99],b109,Immobilization of lipases by selective adsorption on hydrophobic supports R Fernández-Lafuente P Armisén P Sabuquillo G Fernández-Lorente J M Guisan Chem Phys Lipids 93 1998,,Immobilization of lipases by selective adsorption on hydrophobic supports,1998
14_Mateo_2007_BiotechnolAdv,Lipase adsorption on hydrophobic supports,[100],b110,Entrapment of biocatalysts in hydrophobic sol‐gel materials for use in organic chemistry Manfred T Reetz 10.1002/adma.19970091203 Advanced Materials Advanced Materials 0935-9648 1521-4095 9 12 1997 Wiley,10.1002/adma.19970091203,Entrapment of biocatalysts in hydrophobic sol‐gel materials for use in organic chemistry,1997
14_Mateo_2007_BiotechnolAdv,Lipase immobilization in the presence of detergents,[101],b111,Interfacial activation-based molecular bioimprinting of lipolytic enzymes. I Mingarro C Abad L Braco 10.1073/pnas.92.8.3308 Proceedings of the National Academy of Sciences Proc. Natl. Acad. Sci. U.S.A. 0027-8424 1091-6490 92 8 1995 Proceedings of the National Academy of Sciences USA,10.1073/pnas.92.8.3308,Interfacial activation-based molecular bioimprinting of lipolytic enzymes.,1995
14_Mateo_2007_BiotechnolAdv,Lipase immobilization in the presence of detergents,[102],b112,Enhanced enzyme activity and enantioselectivity of lipases in organic solvents by crown ethers and cyclodextrins Y Mine K Fukunaga K Itoh M Yoshimoto K Nakao Y Sugimura J Biosci Bioeng 95 2003,,Enhanced enzyme activity and enantioselectivity of lipases in organic solvents by crown ethers and cyclodextrins,2003
14_Mateo_2007_BiotechnolAdv,Lipase immobilization in the presence of detergents,[103],b113,Improving the application of microbial lipase by bio-imprinting at substrate-interfaces E Yilmaz World J Microb Biotechnol 18 2002,,Improving the application of microbial lipase by bio-imprinting at substrate-interfaces,2002
14_Mateo_2007_BiotechnolAdv,Lipase immobilization in the presence of detergents,[104],b114,Addressing intermediate active forms of fungal enzymes by trapping of conformers in water-restricted environments H González-Navarro M C Bañó C Abad Biochemistry 40 2001 The closed/open model for lipase activation,,Addressing intermediate active forms of fungal enzymes by trapping of conformers in water-restricted environments,2001
14_Mateo_2007_BiotechnolAdv,Lipase immobilization in the presence of detergents,[105],b115,Cross-linked enzyme aggregates with enhanced activity: application to lipases P López-Serrano L Cao F Van Rantwijk R A Sheldon Biotechnol Lett 24 2002,,Cross-linked enzyme aggregates with enhanced activity: application to lipases,2002
14_Mateo_2007_BiotechnolAdv,Lipase immobilization in the presence of detergents,[106],b116,Glutaraldehyde Cross-Linking of Lipases Adsorbed on Aminated Supports in the Presence of Detergents Leads to Improved Performance Gloria Fernández-Lorente Jose M Palomo Cesar Mateo Roberto Munilla Claudia Ortiz Zaida Cabrera Jose M Guisán Roberto Fernández-Lafuente 10.1021/bm060408+ Biomacromolecules Biomacromolecules 1525-7797 1526-4602 7 9 2006 American Chemical Society (ACS),10.1021/bm060408+,Glutaraldehyde Cross-Linking of Lipases Adsorbed on Aminated Supports in the Presence of Detergents Leads to Improved Performance,2006
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[107],b117,Inverting enantioselectivity by directed evolution of hydantoinase for improved production of l-methionine O May P T Nguyen F H Arnold Nature Biotechnol 18 2000,,Inverting enantioselectivity by directed evolution of hydantoinase for improved production of l-methionine,2000
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[108],b118,Protein engineering of oxygenases for biocatalysis Patrick C Cirino Frances H Arnold 10.1016/s1367-5931(02)00305-8 Current Opinion in Chemical Biology Current Opinion in Chemical Biology 1367-5931 6 2 2002 Elsevier BV,10.1016/s1367-5931(02)00305-8,Protein engineering of oxygenases for biocatalysis,2002
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[109],b119,Directed evolution of selective enzymes and hybrid catalysts M T Reetz Tetrahedron 58 2002,,Directed evolution of selective enzymes and hybrid catalysts,2002
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[110],b120,Improved biocatalysts by directed evolution and rational protein design Uwe T Bornscheuer Martina Pohl 10.1016/s1367-5931(00)00182-4 Current Opinion in Chemical Biology Current Opinion in Chemical Biology 1367-5931 5 2 2000 Elsevier BV,10.1016/s1367-5931(00)00182-4,Improved biocatalysts by directed evolution and rational protein design,2000
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[95],b105,A serine protease triad forms the catalytic center of a triacylflycerol lipase L Brady A M Brzozowski Z S Derewenda E Dodson G Dodson S Tolley Nature 343 1990,,A serine protease triad forms the catalytic center of a triacylflycerol lipase,1990
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[96],b106,A model for interfacial activation in lipases from the structure of a fungal lipase-inhibitor complex A M Brzozowski Z S Derewenda G G Dodson D M Lawson J P Turkenburg Nature 351 1991,,A model for interfacial activation in lipases from the structure of a fungal lipase-inhibitor complex,1991
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[97],b107,Catalysis at the interface: the anatomy of a conformational change in a triglyceride lipase Urszula Derewenda Andrzej M Brzozowski David M Lawson Zygmunt S Derewenda 10.1021/bi00120a034 Biochemistry Biochemistry 0006-2960 1520-4995 31 5 1992 American Chemical Society (ACS),10.1021/bi00120a034,Catalysis at the interface: the anatomy of a conformational change in a triglyceride lipase,1992
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[98],b108,The crystal and molecular structure of the Rhizomucor miehei triacylglyceride lipase at 1.9 A resolution Z S Derewenda U Derewenda J Mol Biol 227 1992,,The crystal and molecular structure of the Rhizomucor miehei triacylglyceride lipase at 1.9 A resolution,1992
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[111],b121,Synthesis of enantiomerically pure glycidol via a fully enantioselective lipase-catalyzed resolution J M Palomo R L Segura C Mateo M Terreni J M Guisan R Fernández-Lafuente Tetrahedron: Asymmetry 16 2005,,Synthesis of enantiomerically pure glycidol via a fully enantioselective lipase-catalyzed resolution,2005
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[112],b122,Enzymatic resolution of (±)-glycidyl butyrate in aqueous media. Strong modulation of the properties of the lipase from Rhizopus oryzae via immobilization techniques J M Palomo R L Segura G Fernández-Lorente J M Guisán R Fernández-Lafuente Tetrahedron: Asymmetry 15 2004,,Enzymatic resolution of (±)-glycidyl butyrate in aqueous media. Strong modulation of the properties of the lipase from Rhizopus oryzae via immobilization techniques,2004
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[113],b123,Modulation of the enantioselectivity of Candida antarctica B lipase via conformational engineering: kinetic resolution of (±)-␣-hydroxy-phenylacetic acid derivatives J M Palomo G Fernández-Lorente C Mateo M Fuentes R Fernández-Lafuente J M Guisan Tetrahedron: Asymmetry 13 2002,,Modulation of the enantioselectivity of Candida antarctica B lipase via conformational engineering: kinetic resolution of (±)-␣-hydroxy-phenylacetic acid derivatives,2002
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[114],b124,Modulation of the enantioselectivity of lipases via controlled immobilization and medium engineering: hydrolytic resolution of mandelic acid esters Jose M Palomo Gloria Fernandez-Lorente Cesar Mateo Claudia Ortiz Roberto Fernandez-Lafuente Jose M Guisan 10.1016/s0141-0229(02)00169-2 Enzyme and Microbial Technology Enzyme and Microbial Technology 0141-0229 31 6 2002 Elsevier BV,10.1016/s0141-0229(02)00169-2,Modulation of the enantioselectivity of lipases via controlled immobilization and medium engineering: hydrolytic resolution of mandelic acid esters,2002
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[115],b125,Evaluation of the lipase from Bacillus thermocatenulatus as an enantioselective biocatalyst Jose M Palomo Gloria Fernández-Lorente Maria L Rúa José M Guisán Roberto Fernández-Lafuente 10.1016/j.tetasy.2003.10.010 Tetrahedron: Asymmetry Tetrahedron: Asymmetry 0957-4166 14 23 2003 Elsevier BV,10.1016/j.tetasy.2003.10.010,Evaluation of the lipase from Bacillus thermocatenulatus as an enantioselective biocatalyst,2003
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[116],b126,"Enzymatic resolution of (±)-trans-4-(4 -fluorophenyl)-6oxopiperidin-3-ethyl carboxylate, intermediate in synthesis of (-)-Paroxetine J M Palomo G Fernández-Lorente C Mateo R Fernández-Lafuente J M Guisan Tetrahedron: Asymmetry 13 2002",,"Enzymatic resolution of (±)-trans-4-(4 -fluorophenyl)-6oxopiperidin-3-ethyl carboxylate, intermediate in synthesis of (-)-Paroxetine",2002
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[117],b127,Modulation of Mucor miehei lipase properties via directed immobilization on different hetero-functional epoxy resins. Hydrolytic resolution of (RS)-2-butyroyl-2-phenylacetic acid J M Palomo G Muñoz G Fernández-Lorente C Mateo M Fuentes J M Guisan J Mol Catal B: Enzym 21 2003,,Modulation of Mucor miehei lipase properties via directed immobilization on different hetero-functional epoxy resins. Hydrolytic resolution of (RS)-2-butyroyl-2-phenylacetic acid,2003
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[118],b128,"Chiral resolution of (±)-5-substituted-6-(5-chloropyridin-2-yl)-7-oxo-5,6-dihydropyrrolo[3,4b]pyrazine derivatives-precursors of (S)-(+)-Zopiclone, catalyzed by immobilized Candida antarctica B lipase in aqueous media J M Palomo C Mateo G Fernández-Lorente L F Solares M Diaz V M Sánchez Tetrahedron: Asymmetry 14 2003",,"Chiral resolution of (±)-5-substituted-6-(5-chloropyridin-2-yl)-7-oxo-5,6-dihydropyrrolo[3,4b]pyrazine derivatives-precursors of (S)-(+)-Zopiclone, catalyzed by immobilized Candida antarctica B lipase in aqueous media",2003
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[119],b129,Unusual enzymatic resolution of (±)-glycidyl-butyrate for the production of (S)-glycidyl derivatives J M Palomo R L Segura M Fuentes C Ortiz J M Guisan R I Fernandez-Lafuente Enzyme Microb Technol 38 2006,,Unusual enzymatic resolution of (±)-glycidyl-butyrate for the production of (S)-glycidyl derivatives,2006
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[120],b130,Glutaraldehyde modification of lipases adsorbed on aminated supports: a simple way to improve their behaviour as enantioselective biocatalyst J M Palomo R L Segura G Fernández-Lorente J M Guisán R Fernandez-Lafuente Enzyme Microb Technol 40 2007,,Glutaraldehyde modification of lipases adsorbed on aminated supports: a simple way to improve their behaviour as enantioselective biocatalyst,2007
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[121],b131,Arthrobacter sp. lipase immobilization for improvement in stability and enantioselectivity L Li Q Li F Li Q Shi G N Qazi Appl Microbiol Biotechnol 73 2006,,Arthrobacter sp. lipase immobilization for improvement in stability and enantioselectivity,2006
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[122],b132,Enantioselectivity modulation through immobilization of Arthrobacter sp. lipase: kinetic resolution of fluoxetine intermediate A Chaubey R Parshad S Koul S C Taneja G N Qazi J Mol Catal B: Enzym 42 2006,,Enantioselectivity modulation through immobilization of Arthrobacter sp. lipase: kinetic resolution of fluoxetine intermediate,2006
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[123],b133,"Enhancement of activity of lipase-displaying yeast cells and their application to optical resolution of (R,S)-1-benzyloxy-3-chloro-2-propyl monosuccinate Y Nakamura T Matsumoto F Nomoto M Ueda H Fukuda A Kondo Biotechnol Prog 22 2006",,"Enhancement of activity of lipase-displaying yeast cells and their application to optical resolution of (R,S)-1-benzyloxy-3-chloro-2-propyl monosuccinate",2006
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[124],b134,Enhanced activity and enantioselectivity of Candida rugosa lipase immobilized on macroporous adsorptive resins for ibuprofen resolution H Yu J Wu B C Chi Biotechnol Lett 26 2004,,Enhanced activity and enantioselectivity of Candida rugosa lipase immobilized on macroporous adsorptive resins for ibuprofen resolution,2004
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[125],b135,Controlling chirality Nicholas J Turner 10.1016/s0958-1669(03)00093-4 Current Opinion in Biotechnology Current Opinion in Biotechnology 0958-1669 14 4 2003 Elsevier BV,10.1016/s0958-1669(03)00093-4,Controlling chirality,2003
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[126],b136,Immobilizing Enzymes: How to Create More Suitable Biocatalysts Uwe T Bornscheuer 10.1002/anie.200301664 Angewandte Chemie International Edition Angew Chem Int Ed 1433-7851 1521-3773 42 29 2003 Wiley,10.1002/anie.200301664,Immobilizing Enzymes: How to Create More Suitable Biocatalysts,2003
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[127],b137,Enhancement of the efficiency of the low temperature method for kinetic resolution of primary alcohols by optimizing the organic bridges in porous ceramicimmobilized lipase T Sakai K Hayashi F Yano M Takami M Ino T Korenaga Bull Chem Soc Jpn 76 2003,,Enhancement of the efficiency of the low temperature method for kinetic resolution of primary alcohols by optimizing the organic bridges in porous ceramicimmobilized lipase,2003
